video_name,question_id,if_you_can_answer,your_answer,your_answer_2,your_answer_3,reason,scene_context,speaker's_information,facial_expression,motion,tone_of_voice,other_information,reference_time_start,reference_time_end
nkUW8cR67Qw,q5,yes,a0,,,"He thinks the move means a lot to her, but he is still sad and may be holding back tears.",,,,,,,33,53
nkUW8cR67Qw,q6,yes,a2,,,"The news of her move may make him sad, but he responds positively to her words and also because he suggests that they move back in together at the end of the day.",,,,,,,49,59
noHN3H3gWPQ,q1,no,,,,"This woman is believed to have made a speech at the election, since her utterance does not appear in the script.",1,,,,,,,
noHN3H3gWPQ,q2,yes,a1,,,Because they believe that she predicted that the other man who was on track would fail.,,,,,,,17,34
noHN3H3gWPQ,q3,no,,,,Because it is unclear which part of the script corresponds to the problem statement.,1,,,,,,,
noHN3H3gWPQ,q4,yes,a1,a2,,Because we do not find any expression of mutual disapproval in their discussion.,,,,,,,17,34
noHN3H3gWPQ,q5,yes,a3,,,They report that he was on track and failed because their disappointment is not expressed.,,,,,,,9,19
noHN3H3gWPQ,q6,yes,a2,,,Because they are only reporting on each candidate and not expressing their feelings about them.,,,,,,,0,35
noHN3H3gWPQ,q7,no,,,,"We can infer that they feel sorry for him because of his failure, but their feelings on that basis are not expressed in the script.",,,1,,1,,,
noHN3H3gWPQ,q8,yes,a1,,,Because we do not find any expression of mutual disapproval in their discussion.,,,,,,,17,34
noHN3H3gWPQ,q9,no,,,,Because the scripts do not show their expressions of emotion such as tone of voice and attitude.,,,1,1,1,,,
noHN3H3gWPQ,q10,no,,,,"Because their movements are not seen in the script, and we don't know what specific part of the script they are doing that action.",,,,1,,,,
noHN3H3gWPQ,q11,no,,,,Because we do not know how he is speaking or the tone of his voice on which he is basing his speech.,,,1,1,1,,,
noHN3H3gWPQ,q12,no,,,,"To see his attitude, we need to look at his facial expressions, movements, and other external features, because these are not represented in the script.",,,1,1,1,,,
noHN3H3gWPQ,q13,no,,,,"Because she is a presidential candidate, her speech is not indicated in the script.",1,,,,,,,
noHN3H3gWPQ,q14,no,,,,"They report that she predicted the competitor's failure, and it is possible that they have a positive impression of her, although they do not actually specify such a representation.",1,,,,,,,
noHN3H3gWPQ,q15,yes,a1,,,Because we do not find any expression of mutual disapproval in their discussion.,,,,,,,17,34
noHN3H3gWPQ,q16,no,,,,Because his feelings of irritation are not specified.,,,1,1,,,,
noHN3H3gWPQ,q17,no,,,,"The script, or context alone, could be described as a sensitive atmosphere because they are talking about the election, while on the other hand, it could be described as a calm atmosphere because they are simply telling the situation of the election without any particular negative words and without any hesitation.",1,,1,,1,,,
Nra5F1tQQww,q1,no,,,,Because the viewer's speech is not displayed in the script.,1,,,,,,,
Nra5F1tQQww,q2,yes,a2,,,"She says he might have been stung by a scorpion, which he should really be afraid of, but he says it's cool.",,,,,,,11,24
Nra5F1tQQww,q3,no,,,,Because we do not know what part of the script he backtracked on.,1,,,1,,,,
Nra5F1tQQww,q4,yes,a1,,,"He had previously said it was cool to be stung by a scorpion, but when the scorpion actually approached him, he lost his courage because he was no longer brave enough to do so.",,,,,,,16,38
Nra5F1tQQww,q5,yes,a1,,,"I don't know exactly which part of the story she laughed at, but I assume she laughed when she saw the two men being frightened by the scorpion.",,,,,,,23,44
Nra5F1tQQww,q6,yes,a0,,,The script and the previous question text and answer choices suggest that he saw the scorpion and backtracked.,,,,,,,23,44
Nra5F1tQQww,q7,no,,,,Because it is unclear from the script at which point he raised his hand to his mouth.,1,,,1,,,,
Nra5F1tQQww,q8,yes,a2,,,"Because of the situation, it seems as though she is using her own knowledge at the beginning of the script to diagnose him as being stung by something.",,,,,,,5,9
nx-g-qZgSyg,q1,yes,a0,,,The context suggests that he is a police officer and is interviewing the suspect woman.,,,,,,,1,27
nx-g-qZgSyg,q2,no,,,,"The basis for her emotions, her facial expressions and tone of voice, are not clearly expressed in the script.",,,1,,1,,,
nx-g-qZgSyg,q3,no,,,,"When the man asks her why she stole the machine, she does not answer the question clearly, because she is changing the subject.",1,,,,,,,
nx-g-qZgSyg,q4,yes,a1,,,The words 'kill' and 'stole' suggest that they are talking about a crime.,,,,,,,8,15
nx-g-qZgSyg,q5,yes,a2,,,The man and the woman are not engaged and she is preoccupied with her own past love story.,,,,,,,27,48
nx-g-qZgSyg,q6,yes,a3,,,"Because even though she is not answering his questions at all, he is giving her a chance to talk.",,,,,,,19,20
nxt9PPJk2vs,q1,no,,,,"The transcript does not clarify why the blonde-haired woman nodded, making her intention unclear without visually observing her reaction.",,,,1,,,,
nxt9PPJk2vs,q2,no,,,,"Details about body posture, including whether someone is folding their hands, along with the timing of these actions during the conversation, are essential to accurately interpret the intention behind them.",,1,,1,,,,
nxt9PPJk2vs,q3,no,,,,"The transcript does not clarify when interruptions occur between speakers, making it challenging to discern the intended meaning.",,,,,,Information on conversational dynamics is necessary.,,
nxt9PPJk2vs,q4,no,,,,"The transcript does not provide information about who the woman in black is, nor does it convey her tone of voice.",,1,,,1,,,
nxt9PPJk2vs,q5,no,,,,"While the transcript suggests a conversation between two people, it does not clearly identify which one is the blonde person.",,1,,,,,,
nxt9PPJk2vs,q6,yes,a0,a3,,"The content of the conversation clearly indicates that one person is trying to prove the violent nature of the boy in question, while the other argues that it is a misunderstanding.",,,,,,,0,55
O5rTU5EA1C8,q1,no,,,,"The attire of the individuals involved cannot be determined from the transcript, nor does it reveal if or when they laughed.",,1,,,,Information on paralanguage elements is necessary.,,
O5rTU5EA1C8,q2,no,,,,"Motions, such as looking at another person, cannot be discerned from the transcript without visual context.",,1,,1,,,,
O5rTU5EA1C8,q3,no,,,,"Determining whether people are comfortable around each other would also require observing facial expressions and body language. Without these cues, it's inconclusive based solely on the conversation, which also appears to be rather neutral and lacking emotional expression.",,1,1,1,,,,
O5rTU5EA1C8,q4,no,,,,Motions such as nodding the head and the timing of these actions cannot be discerned through the transcript.,,,,1,,,,
O5rTU5EA1C8,q5,no,,,,"The transcript does not provide information on which quotes are attributed to the man, nor does it offer any insight into his hand gestures.",,1,,1,,,,
o7Ax6SRTGks,q1,no,,,,"Without positional information, identifying the woman on the right is impossible, and facial expressions like frowning, along with their timing, cannot be inferred from the transcript.",,1,1,,,,,
o7Ax6SRTGks,q2,no,,,,The transcript does not appear to mention anyone asking how the other person is doing.,,,,,,Better question that reflects the actual scene.,,
o7Ax6SRTGks,q3,no,,,,"The transcript lacks any indication of when someone is laughing, and it also does not allow for observing motions, such as the girl decorating the cake.",,,,1,,Information on paralanguage elements is necessary.,,
o7Ax6SRTGks,q4,yes,a2,,,"The statement \""Oh, it's for art\"" suggests that the Asian girl is not concerned about the dye on her hands and casually dismisses it, viewing the situation positively.",,,,,,,30,31
o7Ax6SRTGks,q5,no,,,,"Without insight into paralanguage elements, it is not possible to grasp the intention behind the woman's laughter.",,,,,,Information on paralanguage elements is necessary.,,
OgkMqPvKTQU,q1,yes,a2,a3,,"The transcript's mention of \""Mr. Balls\"" may be a typographical error, and the context suggests it's a sarcastic remark, indicating that he keeps insisting she drink the protein shake despite her reluctance.",,,,,,,1,5
OgkMqPvKTQU,q2,no,,,,"The identity of the woman in the chair cannot be discerned from the transcript, and hand gestures, such as shaking a fist, could carry various meanings.",,1,,1,,,,
OgkMqPvKTQU,q3,no,,,,"Additional visual information on the motion is needed to comprehend the intention behind grabbing the arm as the other person walked by, allowing it to be tied to the conversational context.",,,,1,,,,
OgkMqPvKTQU,q4,no,,,,"It is not possible to determine which quotes belong to the woman in the chair, making it inconclusive to judge the feelings of others toward her.",,1,,,,,,
OgkMqPvKTQU,q5,no,,,,"The conversation suggests that the woman associates chocolate malt with fond memories, especially recalling times when it was brought to her when she was sick. However, the answer choices provided do not mention these fond associations. Understanding her facial expressions and other non-verbal cues would provide further context to fully grasp her feelings about chocolate malt.",,,1,1,,,,
OMkfujDPpwc,q1,no,,,,"The transcript suggests that the people are discussing the content of a job interview at an IT-related company and providing useful tips on potential questions. Therefore, while option a3 is partially correct, the intention behind the discussion is likely not to avoid causing harm but rather to offer guidance for the interview.",,,,,,Better answer choices that reflect the actual scene.,,
OMkfujDPpwc,q2,yes,a2,,,"The content of the conversation includes technical topics in the field of programming, which is commonly associated with intelligence. However, the intelligence of the people discussing these topics cannot be solely judged based on this.",,,,,,,0,60
OMkfujDPpwc,q3,yes,a0,a1,,"While the transcript does not clearly indicate the number of people involved in the conversation, there are no signs of interruptions or arguments, suggesting that everyone is respectful and in agreement.",,,,,,,0,60
OMkfujDPpwc,q4,yes,a0,,,The conversation is purely informative and does not seem to involve personal feelings or preferences.,,,,,,,0,60
OMkfujDPpwc,q5,yes,a0,,,"While it is unclear when the man speaks during the conversation, the overall discussion suggests that they aim to help potential candidates succeed in the interview by providing detailed information.",,,,,,,0,60
ooUw7Hq8YLg,q1,no,,,,"Without additional information on the attire of the speakers, it is impossible to identify the man in the blue shirt from the transcript alone.",,1,,,,,,
ooUw7Hq8YLg,q2,no,,,,"Again, the excitement of the man in the blue shirt cannot be discerned if the quotes in the transcript cannot be attributed to him.",,1,,,,,,
ooUw7Hq8YLg,q3,no,,,,"The question is identical to the previous one, and without knowledge of the speakers' attire, it cannot be answered.",,1,,,,,,
ooUw7Hq8YLg,q4,no,,,,"While the transcript suggests that the man in black is describing where he grew up and the sports he played, determining whether he has fond memories of his childhood would require additional context, particularly regarding his tone when speaking.",,,,,1,,,
ooUw7Hq8YLg,q5,no,,,,"The man in black simply stated, \""I'm ready,\"" regarding going to the ballpark, without offering a specific rationale or indicating his level of enthusiasm. To accurately gauge his motivation, further context, including his tone and potentially more background information, would be necessary.",,1,,,1,,,
oW3UPfXHSUs,q1,no,,,,"Actions like pumping a fist into the air cannot be inferred from the transcript, and based on the timestamp, the conversation's content does not clarify the reason behind the gesture.",,,,1,,,,
oW3UPfXHSUs,q2,yes,a0,a1,,"The statement \""So, you know, just by shifting to eating plants, we can have enormous impacts\"" reflects the man's confidence in addressing the issue, and the language used throughout the transcript suggests a serious conversation.",,,,,,,18,22
oW3UPfXHSUs,q3,no,,,,"Without additional information on the position of the speakers, it is impossible to attribute which statements belong to whom.",,1,,,,,,
oW3UPfXHSUs,q4,no,,,,"To analyze the intention behind why the man pumped his fist, additional information on his motion is required.",,,,1,,,,
oW3UPfXHSUs,q5,yes,a2,a3,,"The statement \""So shifting away from eating animals and eating plants would put a much lighter footprint on the planet\"" suggests that the man is both proposing a solution to help protect the environment and expressing dissatisfaction with the current situation.",,,,,,,5,10
oW3UPfXHSUs,q6,yes,a2,,,"Based on the fact that the man paused after saying \""You know?\"", it suggests that he is seeking to know how the other person perceives his argument.",,,,,,,26,26
oW3UPfXHSUs,q7,no,,,,"It is not possible to determine if the man on the right is considerate, as the transcript does not specify which statements belong to him.",,1,,,,,,
oW3UPfXHSUs,q8,no,,,,"Determining whether the man in the green tie is happy would require information on his attire, tone, and facial expressions.",,1,1,,1,,,
oW3UPfXHSUs,q9,yes,a1,,,"Although the question does not clarify the specifics of the agreement, the exchange \""Is that true?\"" followed by \""Yeah\"" implies that a form of consensus is involved in the conversation.",,,,,,,49,50
oW3UPfXHSUs,q10,no,,,,"Since the transcript provides no clear indication of surprise, further details on facial expressions and tone are necessary to accurately answer the question.",,1,1,,1,,,
oW3UPfXHSUs,q11,no,,,,"To accurately answer the question of why the man grinned, it would be necessary to visually observe the grin, as the transcript alone does not provide sufficient context or detail regarding his facial expressions.",,1,1,,,,,
