video_name,question_id,if_you_can_answer,your_answer,your_answer_2,your_answer_3,reason,contents_of_conversation,scene_context,speaker's_information,facial_expression,motion,tone_of_voice,other_information,reference_time_start,reference_time_end
LlenjGY2GqE,q3,no,,,,"She says it because she think the necklace is too good of a gift. We can argue that a2 or a3 were the answers, but we can not know for sure why she thinks the gift is too much.",,,,,,,Anything that can help us understand her reasoning.,,
LlenjGY2GqE,q4,no,,,,None of the answers reflects the woman's reaction. She is unsure & hesitant about the man's suggestion and we do not know how she responds to it in the end because the video cuts.,The woman's response to the man's suggestion at the end of the video.,,,,,,,,
LlenjGY2GqE,q5,yes,a2,,,He wants the woman to consider his suggestion.,1,1,,1,,,,58,59
LmCGd9zuFTs,q1,yes,a3,,,She keeps a straight face when he approaches her.,,,,1,,1,,0,5
LmCGd9zuFTs,q2,yes,a1,,,"He is trying to apologize to the woman, so we can assume that he is feeling nervous about it.",1,,,,,,,0,59
LmCGd9zuFTs,q3,yes,a1,,,"She smiles and responds with \""It's good\"", meaning she is happy to hear it.",1,,,1,,,,20,24
LmCGd9zuFTs,q4,yes,a1,,,She smiles after hearing the man's apology. Her smile looks sincere so we can assume that she has forgiven him.,1,1,,1,,,,25,59
LmCGd9zuFTs,q5,yes,a1,,,She changes the subject without responding to the man's apology because she probably feels no response is necessary.,,1,,,,,,25,59
LmCJIBsQjOY,q1,yes,a3,a1,,"The audience laughs both when the man is making funny remarks and the woman is giving responses, so both a3 and a1 are correct.",,1,,,,1,,0,59
LmCJIBsQjOY,q2,yes,a1,a3,,"The overall tone of the conversation is playful and friendly, so both a1 and a3 are correct.",1,1,,1,,1,,0,59
LmCJIBsQjOY,q3,yes,a0,,,The woman is disagreeing with the man's opinion and gave her reasoning afterwards.,,,,1,1,,,35,55
LmCJIBsQjOY,q4,yes,a1,,,They cheer to respond to her confidence and pride in her ability to get to job done.,1,1,,,,,,40,55
LOxqK6o4NN0,q1,yes,a0,,,"The woman makes sarcastic remarks that he should become a fortune teller, implying that she does not believe in his story.",1,1,,,,1,,38,35
LOxqK6o4NN0,q3,yes,a0,,,The setting is in the kitchen of a restaurant. The man is wearing a chef attire and the woman is wearing a waitress outfit. So we know that they work for the restaurant.,,1,,,,,,0,59
LOxqK6o4NN0,q4,yes,a0,,,She maintained an eye contact with the man to show that she is paying attention.,,1,,,1,,,0,51
LOxqK6o4NN0,q5,no,,,,None of the answers describes the man's tone. He is playfully throwing a joke to the woman in glasses.,,,,,,,Better answer choices that describe the man's mood and tone better.,,
LOxqK6o4NN0,q6,yes,a3,,,She quickly clarifies that she is not asking the man out. She raises her voice and her face suggests that he is unhappy with the man.,1,,,,,1,,56,59
lTfsqoo-jKg,q1,yes,a3,,,"From the narration, we know that the video is about police training. So the men in white are doing a mock fist fight as part of the training.",,1,,,,,,20,25
lTfsqoo-jKg,q2,yes,a2,,,"They arrest her because she has a knife, but they also try to calm her down by saying \""we're here to help you\"".",1,1,,,,,,0,17
lTfsqoo-jKg,q3,yes,a1,a0,,"We know for sure that she is reacting negatively to her arrest because she is crying, but we do not know why she is crying. Both a0 and a1 are plausible choices.",,,,1,,,,0,11
lTfsqoo-jKg,q4,yes,a2,,,"The female office tries to soothe her by saying \""we're here to help you\"".",1,,,,,,,0,17
lTfsqoo-jKg,q5,yes,a1,,,We do not know for sure why the woman in jeans is crying.,,1,,,,,,0,11
LU1A0sHWYQg,q1,yes,a3,a2,,"The man in sunglasses is surprised by every answer the man in yellow gives him. In the beginning, he is confused as to why the man knows so much, and by the end of the video, he is angry at the man because the man keeps ignoring him.",1,,,,,1,,0,59
LU1A0sHWYQg,q2,yes,a3,,,"He is walking towards the entrance of the building, because he probably has something to do there.",,,,,1,,,50,59
LU1A0sHWYQg,q3,yes,a2,a1,,She intensely watches and listens to the two men's conversation. Both a1 and a2 are correct.,1,,,1,1,,,25,39
LU1A0sHWYQg,q4,yes,a0,a1,,a0 and a1 both describe the same thing. The man is surprised by the man in yellow's knowledge about the car.,,,1,1,,,,6,14
LU1A0sHWYQg,q5,yes,a1,,,"He is confused by the man in yellow's knowledge, and he constantly asking questions in a demanding manner. ",,,1,,,,,0,59
LU1A0sHWYQg,q6,yes,a0,,,"The man in beige does not look at the man in sunglasses in the eye, keeps walking away from him and ignores some of his questions. ",,,,,1,,,0,59
Lv41GcKWfJg,q1,yes,a2,,,Even though he is not part of the conversation he tries to pay attention to the two men because he is intrigued.,,,,1,1,,,12,14
Lv41GcKWfJg,q2,yes,a1,,,"His mouth is open and he looks scared, suggesting that he can feel the tension between the two men conversing.",,1,,1,,,,39,42
Lv41GcKWfJg,q3,yes,a2,,,"From the conversation, we know that the man in blue is a reporter. We can assume that he is asking because he wants to know about the other man's life. ",1,1,,,,,,0,59
Lv41GcKWfJg,q4,yes,a1,,,"The man in white's attitude towards the other man is very rude and hostile. This demeanor starts when the man in blue asks him about his separation, implying that he is irritated by the man's questions.",1,1,,,,1,,0,59
Lv41GcKWfJg,q5,yes,a2,,,Before answering the question he sighs heavily.,,,,1,1,1,,10,12
Lv41GcKWfJg,q6,yes,a3,,,The man in white responds to the other man with a very hostile tone.,,,,1,,1,,0,59
LVm_DbyklO0,q1,yes,a0,,,Her facial expression suggests that she is excited to see the man is about to propose to her.,,1,,1,,,,10,15
LVm_DbyklO0,q2,yes,a0,,,He is touched by the man's proposal to the woman.,,,,1,1,,,31,33
LVm_DbyklO0,q3,yes,a2,,,"He asks her to marry him, meaning he is in love with her.",1,1,,,,,,0,43
LVm_DbyklO0,q4,yes,a1,a0,,"Both a1 and a0 describe how she is elated to have been proposed by the man, which is the reason she jumps to hug him.",1,1,,,,,,28,34
LVm_DbyklO0,q5,yes,a2,,,The man widens his eyes and drops his jaw at 0:01,,,,1,,,,0,2
LVm_DbyklO0,q6,yes,a0,a3,,"The man proposes to the woman, so they are in a romantic relationship.",1,1,,,,,,0,43
LvyfQRC0_vo,q1,yes,a2,,,He thinks that the injury is not that serious and he does not want the other men to check it.,1,1,,,,,,0,11
LvyfQRC0_vo,q2,yes,a2,,,"It was his reaction to seeing his own injury, which he initially expected to be less severe than it actually is.",1,1,,,,,,15,22
LvyfQRC0_vo,q3,yes,a2,,,"He is trying to see what the other man is doing in the back, and his face suggests that he is concerned and scared when the other man says they will have to \""deal with it (the wound) here\"".",1,,,1,,,,36,42
LvyfQRC0_vo,q4,yes,a3,,,He maintains a calm demeanour throughout the scene.,,,,,1,,,30,59
LvyfQRC0_vo,q5,yes,a0,,,The two men are offering the injured men help to treat his wound.,1,1,1,,,,,0,59
m1psUANLFgA,q1,yes,a2,,,The policeman asks questions & keeps confirming his answer afterwards.,1,,,,,,,0,59
m1psUANLFgA,q2,yes,a0,,,"He is worried that he may have done something incriminating, so he asks the policeman if he needs a lawyer.",1,1,,1,,,,50,59
m1psUANLFgA,q3,yes,a0,,,The policeman asks the older man questions very politely.,1,,,,,1,,0,59
m1psUANLFgA,q4,yes,a0,,,"The policeman shows that he is worried to hear that the older man requested to be taken to the middle of the bridge, possibly suspecting a self-harm attempt.",,1,,1,,,,40,52
m1psUANLFgA,q5,yes,a3,,,The old man does not show any sign that he is offended by the line of questioning.,1,1,,,,,,0,59
m1psUANLFgA,q6,yes,a2,,,The policeman asks the older man questions very politely.,1,,,,,1,,0,59
m7IgZco6brk,q1,yes,a0,,,The woman makese rude and mean remarks about his looks and he is trying to brush it off by laughing.,1,,,,1,,,0,9
m7IgZco6brk,q3,no,,,,We do not know for sure if he intends to leave.,,,,,,,Anything that will help us understand his true intention.,,
m7IgZco6brk,q4,no,,,,None of the answers truly describes her overall mood. She is displeased by the man's presence & makes mean remarks about his appearance.,,,,,,,Better answer choices that describe her mood.,,
m7IgZco6brk,q5,yes,a3,,,"Even though the woman is dismissive towards him, he tries to reminisce about their happy past.",1,,,,,1,,0,59
m7IgZco6brk,q6,yes,a0,,,"The man is trying to reminisce about their past in a happy tone, meaning they had a good relationship in the past. However the woman is not happy to be talking to him in the video, suggesting a strained relationship.",1,,,1,,,,20,59
mA402F5K47o,q1,yes,a2,,,"The woman constantly responds with supportive and affirmative remarks like \""amazing!\"" when the man answers her questions correctly.",1,1,,,,,,0,59
mA402F5K47o,q2,yes,a2,,,She is imitating the man mumbling while he tries to come up with the correct calculation.,,1,,,,,,45,51
mA402F5K47o,q3,yes,a0,,,She smiles and praises the man when he answers correctly.,1,,,1,,,,30,35
mA402F5K47o,q4,yes,a2,,,"The overall mood is very supportive and happy, they are not angry.",,,,1,,1,,0,59
mA402F5K47o,q5,yes,a1,,,She is smiling.,,,,1,,,,35,35
MdB3fHODJ_U,q1,yes,a1,,,She tries to make excuses to not spend time with the couple sitting on the couch.,1,1,,,,,,23,45
MdB3fHODJ_U,q2,yes,a0,,,The woman feels proud because her husband is offering the couple on the couch his generosity.,1,,,,,,,8,14
MdB3fHODJ_U,q3,yes,a2,,,He smiles throughout the scene which suggests that he is happy to have the couple as his guest. He is friendly towards the couple.,1,,,1,,1,,0,59
MdB3fHODJ_U,q4,yes,a1,,,"He expresses, \""it's gonna be great!\"" multiple times to show how excited he is to spend time with the woman.",1,,,,,,,34,37
MdB3fHODJ_U,q5,yes,a3,,,"The couple on the couch maintains upbeat tone and manner throughout the conversation, while the other couple expresses worries and confusions.",1,,,1,,1,,0,59
Mf76yyTY7Ss,q1,yes,a1,,,"In the beginning of the video, a man informs us that those men are trying to get into the truck.",1,1,,,,,,0,5
Mf76yyTY7Ss,q2,yes,a3,,,"The narrator informs us that the truck has to pass through the town at 0:24, meaning that the event takes place in the middle of a city or town.",,,1,,,,,22,28
Mf76yyTY7Ss,q3,yes,a2,,,"The narrator explicitly states, \""The young men don't like being filmed\"".",,,1,,,,,37,40
Mf76yyTY7Ss,q4,yes,a2,,,"The narrator explicitly states, \""The young men don't like being filmed\"".",,,1,,,,,37,40
MlE-3rlIq9g,q1,yes,a0,,,"The man in the chair speaks in a soft voice & his face looks timid. He agrees to all the suggestions the older man gives him without question. This suggests that he is nervous talking to the older man, but also thinks of him highly.",1,1,,1,,1,,0,59
MlE-3rlIq9g,q2,yes,a0,,,The older man uses imperative sentences towards the young men.,1,,,1,,1,,0,59
MlE-3rlIq9g,q3,yes,a2,,,He listens to all the suggestions the older man tells him regarding what he needs to change about himself.,1,,,1,,1,,0,59
MlE-3rlIq9g,q4,yes,a0,,,He tells the man in the chair that he is willing to help him and gives advices.,1,,,1,,1,,0,59
MlE-3rlIq9g,q5,yes,a0,,,"The man in the chair looks nervous & timid talking to the older man. Meanwhile, the older man is talking in a very serious and aggressive tone.",1,,,1,,1,,0,59
MqiOBIxouw4,q1,yes,a1,,,"He tells the viewers that he \""resonates with Susie's relentless drive to want to succeed\"", meaning he thinks positively of her.",,,1,,,,,45,59
MqiOBIxouw4,q2,yes,a0,,,"He tells the viewers that he \""resonates with Susie's relentless drive to want to succeed\"", meaning he thinks positively of her.",,,1,,,,,45,59
MqiOBIxouw4,q3,no,,,,"It seems like they did not have any prior relationship beforehand, but we can not know for sure.",,,,,,,Anything that can help us understand more about their relationship.,,
MqiOBIxouw4,q4,yes,a3,,,She tells the viewers in joy that she cannot wait to tell her coworker what had happened to her that day. ,1,,,,,,,0,8
MqiOBIxouw4,q5,yes,a1,,,"He is confidently demonstrating the dance to the woman. There is no sign of hesitation or doubt in his facial expression or movement, meaning he is sure of his actions.",,,,1,1,1,,0,59
MqiOBIxouw4,q6,yes,a1,,,"He tells the viewers that he \""resonates with Susie's relentless drive to want to succeed\"", meaning he thinks positively of her.",,,1,,,,,45,59
MqiOBIxouw4,q7,yes,a3,,,They laugh and smile as they dance. The woman also looks comfortable making jokes to the man during the dance.,,,,1,,,,0,59
MqiOBIxouw4,q8,yes,a3,,,"The man is not throwing any jokes, which means she is only laughing out of joy from the event overall rather than any specific moments in the video. ",,1,,,,,,0,59
MqiOBIxouw4,q9,no,,,,None of the answers is correct. The man is demonstrating how to do the dance to the woman.,,,,,,,Better answer choices that explains the man's reasoning.,,
MqiOBIxouw4,q10,yes,a0,,,They laugh and smile as they dance. The woman also looks comfortable making jokes to the man during the dance.,,,,1,,,,0,59
MqiOBIxouw4,q11,yes,a0,,,"Half jokingly, she tells the man that it is unfair because he is more experienced in dancing.",1,,,,,,,16,18
MqiOBIxouw4,q12,yes,a0,,,The woman looks comfortable making jokes to the man during the dance.,,,,1,1,,,15,18
MqiOBIxouw4,q13,yes,a1,a0,,The woman smiles as she follows the man's instructions.,,,,1,1,,,0,59
MqiOBIxouw4,q14,no,,,,"None of the answers describes her feelings. a0 seems to be to closest, but the woman does show signs that she is confused at times during the dance, meaning she does not fully feel confident.",,,,,,,Better answer choices that better describe her feelings.,,
